image_name,tags
test_480,partly_cloudy primary
test_481,clear primary
test_482,clear primary
test_483,partly_cloudy primary water
test_484,partly_cloudy primary
test_485,clear primary
test_486,clear primary
test_487,partly_cloudy primary
test_488,clear primary
test_489,primary
test_490,partly_cloudy primary
test_491,partly_cloudy primary
test_492,clear primary
test_493,clear primary
test_494,clear primary
test_495,clear primary
test_496,partly_cloudy primary
test_497,partly_cloudy primary
test_498,clear primary
test_499,clear primary
test_500,clear primary
test_501,clear primary
test_502,clear primary
test_503,clear primary
test_504,partly_cloudy primary
test_505,haze partly_cloudy primary
test_506,clear primary
test_507,cloudy haze primary
test_508,partly_cloudy primary
test_509,clear primary
test_510,cloudy partly_cloudy
test_511,partly_cloudy primary
test_512,cloudy haze primary
test_513,clear primary
test_514,cloudy partly_cloudy primary
test_515,partly_cloudy primary
test_516,clear primary
test_517,partly_cloudy primary
test_518,partly_cloudy primary
test_519,haze primary
test_520,cloudy
test_521,partly_cloudy primary
test_522,haze partly_cloudy primary
test_523,blooming partly_cloudy primary
test_524,haze primary
test_525,clear primary
test_526,partly_cloudy primary
test_527,clear cultivation primary water
test_528,partly_cloudy primary
test_529,partly_cloudy primary
test_530,partly_cloudy primary
test_531,partly_cloudy primary
test_532,clear primary
test_533,clear primary
test_534,clear primary
test_535,clear primary
test_536,cloudy
test_537,partly_cloudy primary
test_538,clear primary
test_539,partly_cloudy primary
test_540,partly_cloudy primary
test_541,cloudy haze primary
test_542,partly_cloudy primary
test_543,clear primary
test_544,partly_cloudy primary
test_545,clear primary
test_546,partly_cloudy primary
test_547,clear primary
test_548,partly_cloudy primary
test_549,cloudy primary water
test_550,partly_cloudy primary
test_551,partly_cloudy primary
test_552,clear primary
test_553,partly_cloudy primary
test_554,clear primary
test_555,haze partly_cloudy primary
test_556,cloudy haze
test_557,clear primary
test_558,cloudy primary
test_559,clear primary
test_560,clear primary
test_561,partly_cloudy primary
test_562,partly_cloudy primary
test_563,clear primary
test_564,cloudy partly_cloudy primary
test_565,partly_cloudy primary
test_566,clear primary
test_567,partly_cloudy primary
test_568,cloudy
test_569,clear primary
test_570,partly_cloudy primary
test_571,clear primary
test_572,partly_cloudy primary
test_573,agriculture bare_ground clear primary
test_574,clear primary
test_575,clear primary
test_576,clear primary
test_577,clear haze primary
test_578,haze primary
test_579,clear primary
test_580,partly_cloudy primary
test_581,partly_cloudy primary
test_582,clear partly_cloudy primary
test_583,partly_cloudy primary
test_584,clear primary
test_585,partly_cloudy primary water
test_586,haze partly_cloudy primary
test_587,partly_cloudy primary
test_588,clear primary
test_589,partly_cloudy primary
test_590,clear primary
test_591,cloudy partly_cloudy primary
test_592,partly_cloudy primary
test_593,clear primary
test_594,partly_cloudy primary
test_595,partly_cloudy primary
test_596,partly_cloudy primary
test_597,partly_cloudy primary
test_598,partly_cloudy primary
test_599,clear primary
test_600,partly_cloudy primary
test_601,cloudy haze primary
test_602,cloudy
test_603,clear primary
test_604,cloudy
test_605,partly_cloudy primary
test_606,clear partly_cloudy primary
test_607,partly_cloudy primary
test_608,partly_cloudy primary
test_609,clear haze primary
test_610,clear primary
test_611,partly_cloudy primary
test_612,clear primary
test_613,partly_cloudy primary
test_614,clear primary
test_615,partly_cloudy primary
test_616,clear primary
test_617,clear primary
test_618,clear primary
test_619,partly_cloudy primary
test_620,partly_cloudy primary
test_621,clear primary
test_622,partly_cloudy primary
test_623,clear primary
test_624,clear primary
test_625,clear primary
test_626,clear primary
test_627,partly_cloudy primary
test_628,clear primary water
test_629,clear primary
test_630,partly_cloudy primary
test_631,cloudy primary
test_632,cloudy haze primary
test_633,partly_cloudy primary
test_634,partly_cloudy primary
test_635,clear primary
test_636,clear primary
test_637,clear primary
test_638,clear primary
test_639,partly_cloudy primary
test_640,clear primary
test_641,haze primary water
test_642,partly_cloudy primary
test_643,partly_cloudy primary
test_644,clear primary
test_645,partly_cloudy primary
test_646,partly_cloudy primary
test_647,partly_cloudy primary
test_648,partly_cloudy primary
test_649,partly_cloudy primary
test_650,partly_cloudy primary
test_651,partly_cloudy primary
test_652,clear primary
test_653,partly_cloudy primary
test_654,cloudy
test_655,clear primary
test_656,clear primary
test_657,partly_cloudy primary
test_658,agriculture clear primary
test_659,clear primary
test_660,clear primary
test_661,clear primary
test_662,partly_cloudy primary
test_663,partly_cloudy primary
test_664,cloudy
test_665,clear primary
test_666,clear primary
test_667,clear primary
test_668,partly_cloudy primary water
test_669,clear primary
test_670,partly_cloudy primary
test_671,haze partly_cloudy primary
test_672,clear primary
test_673,clear haze primary
test_674,partly_cloudy primary road
test_675,cloudy haze primary
test_676,partly_cloudy primary
test_677,partly_cloudy primary
test_678,partly_cloudy primary
test_679,cloudy
test_680,partly_cloudy primary
test_681,clear primary
test_682,clear primary
test_683,partly_cloudy primary
test_684,clear primary
test_685,partly_cloudy primary
test_686,clear primary
test_687,cloudy primary
test_688,haze partly_cloudy primary
test_689,partly_cloudy primary
test_690,clear primary
test_691,partly_cloudy primary
test_692,haze primary
test_693,partly_cloudy primary
test_694,partly_cloudy primary
test_695,clear partly_cloudy primary
test_696,partly_cloudy primary
test_697,agriculture cloudy partly_cloudy primary road
test_698,partly_cloudy primary
test_699,partly_cloudy primary
test_700,cloudy
test_701,agriculture partly_cloudy primary
test_702,cloudy
test_703,partly_cloudy primary
test_704,clear primary
test_705,blooming clear primary
test_706,clear primary
test_707,clear partly_cloudy primary water
test_708,clear primary
test_709,cloudy
test_710,clear primary
test_711,clear primary
test_712,partly_cloudy primary
test_713,clear primary
test_714,cloudy
test_715,partly_cloudy primary
test_716,clear primary
test_717,clear primary
test_718,partly_cloudy primary
test_719,clear haze primary
test_720,partly_cloudy primary
test_721,clear primary
test_722,clear primary
test_723,partly_cloudy primary
test_724,haze partly_cloudy primary
test_725,partly_cloudy primary
test_726,clear primary
test_727,partly_cloudy primary
test_728,clear primary
test_729,partly_cloudy primary
test_730,partly_cloudy primary
test_731,clear primary
test_732,clear partly_cloudy primary
test_733,clear haze primary
test_734,clear primary
test_735,partly_cloudy primary
test_736,partly_cloudy primary
test_737,partly_cloudy primary
test_738,partly_cloudy primary
test_739,partly_cloudy primary
test_740,clear primary
test_741,partly_cloudy primary
test_742,clear primary
test_743,clear primary
test_744,partly_cloudy primary
test_745,clear primary
test_746,partly_cloudy primary
test_747,cloudy primary
test_748,clear primary
test_749,partly_cloudy primary
test_750,partly_cloudy water
test_751,clear primary
test_752,haze partly_cloudy primary
test_753,clear primary
test_754,cloudy haze primary
test_755,haze primary
test_756,partly_cloudy primary water
test_757,clear primary
test_758,cloudy
test_759,cloudy primary
test_760,clear primary
test_761,partly_cloudy primary
test_762,clear primary
test_763,clear haze primary
test_764,partly_cloudy primary
test_765,clear primary
test_766,clear haze primary
test_767,agriculture partly_cloudy primary road water
test_768,clear primary
test_769,haze primary
test_770,clear primary
test_771,partly_cloudy primary
test_772,partly_cloudy primary
test_773,partly_cloudy primary
test_774,partly_cloudy primary
test_775,partly_cloudy primary
test_776,clear primary
test_777,partly_cloudy primary water
test_778,agriculture partly_cloudy primary
test_779,clear primary
test_780,clear primary
test_781,partly_cloudy primary
test_782,haze partly_cloudy primary
test_783,cloudy
test_784,agriculture cultivation partly_cloudy primary water
test_785,partly_cloudy primary
test_786,clear partly_cloudy primary
test_787,partly_cloudy primary
test_788,cloudy
test_789,partly_cloudy primary
test_790,clear primary
test_791,haze partly_cloudy primary
test_792,clear primary
test_793,partly_cloudy primary
test_794,partly_cloudy primary
test_795,partly_cloudy primary
test_796,clear primary
test_797,partly_cloudy primary
test_798,cloudy
test_799,clear primary
test_800,clear primary
test_801,cultivation partly_cloudy primary water
test_802,partly_cloudy primary water
test_803,partly_cloudy primary
test_804,haze primary
test_805,clear partly_cloudy primary
test_806,clear primary
test_807,partly_cloudy primary
test_808,clear primary
test_809,clear primary
test_810,partly_cloudy
test_811,clear primary
test_812,partly_cloudy primary
test_813,clear primary
test_814,partly_cloudy primary
test_815,clear primary
test_816,partly_cloudy primary
test_817,cloudy
test_818,cloudy primary
test_819,haze primary
test_820,clear primary
test_821,haze partly_cloudy primary
test_822,clear primary
test_823,cloudy haze primary
test_824,clear primary
test_825,partly_cloudy primary
test_826,partly_cloudy primary water
test_827,clear primary
test_828,clear haze primary
test_829,clear primary
test_830,cloudy primary
test_831,clear primary
test_832,partly_cloudy primary
test_833,partly_cloudy primary
test_834,clear primary
test_835,clear primary
test_836,clear primary
test_837,partly_cloudy primary water
test_838,partly_cloudy primary water
test_839,clear primary
test_840,clear primary
test_841,clear primary
test_842,clear primary
test_843,cloudy primary
test_844,partly_cloudy primary
test_845,partly_cloudy primary
test_846,partly_cloudy primary
test_847,clear primary
test_848,cloudy
test_849,partly_cloudy primary
test_850,partly_cloudy primary
test_851,clear primary
test_852,partly_cloudy primary
test_853,partly_cloudy primary
test_854,partly_cloudy primary
test_855,clear primary
test_856,partly_cloudy primary
test_857,clear primary water
test_858,haze primary
test_859,partly_cloudy primary
test_860,clear primary
test_861,clear primary
test_862,haze partly_cloudy primary
test_863,clear primary
test_864,clear primary
test_865,cloudy
test_866,partly_cloudy primary
test_867,cloudy
test_868,clear primary
test_869,clear primary
test_870,clear primary
test_871,partly_cloudy primary
test_872,partly_cloudy primary
test_873,clear primary
test_874,clear primary
test_875,partly_cloudy primary
test_876,clear primary
test_877,partly_cloudy primary
test_878,partly_cloudy primary
test_879,partly_cloudy primary
test_880,clear primary
test_881,partly_cloudy primary
test_882,clear primary
test_883,cloudy haze primary
test_884,clear primary
test_885,clear primary
test_886,cloudy
test_887,partly_cloudy primary water
test_888,partly_cloudy primary
test_889,haze primary
test_890,clear primary
test_891,partly_cloudy primary
test_892,partly_cloudy primary
test_893,haze partly_cloudy primary water
test_894,partly_cloudy primary
test_895,clear partly_cloudy primary
test_896,partly_cloudy primary water
test_897,cloudy primary
test_898,cloudy
test_899,partly_cloudy primary
test_900,partly_cloudy primary
test_901,clear primary
test_902,cloudy
test_903,partly_cloudy primary
test_904,partly_cloudy primary
test_905,clear primary
test_906,partly_cloudy primary
test_907,clear primary
test_908,clear haze primary
test_909,clear primary
test_910,cloudy
test_911,clear primary
test_912,partly_cloudy primary
test_913,partly_cloudy primary
test_914,haze primary water
test_915,clear primary
test_916,clear primary
test_917,cloudy haze primary
test_918,clear primary
test_919,clear haze primary
test_920,clear primary
test_921,cloudy
test_922,cloudy
test_923,partly_cloudy primary
test_924,cloudy partly_cloudy primary
test_925,cloudy haze
test_926,agriculture partly_cloudy primary road
test_927,clear primary
test_928,partly_cloudy primary
test_929,partly_cloudy primary
test_930,partly_cloudy primary
test_931,clear primary
test_932,clear primary
test_933,clear primary
test_934,partly_cloudy primary
test_935,partly_cloudy primary
test_936,partly_cloudy primary
test_937,cloudy
test_938,clear primary
test_939,partly_cloudy primary
test_940,clear primary
test_941,partly_cloudy primary
test_942,partly_cloudy primary
test_943,partly_cloudy primary
test_944,primary
test_945,clear primary
test_946,partly_cloudy primary
test_947,partly_cloudy primary
test_948,clear primary
test_949,clear partly_cloudy primary
test_950,agriculture partly_cloudy primary
test_951,partly_cloudy primary
test_952,partly_cloudy primary
test_953,partly_cloudy primary
test_954,agriculture partly_cloudy primary
test_955,partly_cloudy primary
test_956,partly_cloudy primary
test_957,partly_cloudy primary
test_958,haze partly_cloudy primary
test_959,cloudy
test_960,partly_cloudy primary
test_961,partly_cloudy primary
test_962,clear primary
test_963,partly_cloudy primary
test_964,agriculture clear primary
test_965,clear primary
test_966,clear primary
test_967,clear primary
test_968,partly_cloudy primary
test_969,clear primary
test_970,clear primary
test_971,clear primary
test_972,clear partly_cloudy primary
test_973,partly_cloudy primary
test_974,clear haze primary
test_975,clear primary
test_976,partly_cloudy primary
test_977,partly_cloudy primary
test_978,clear primary
test_979,partly_cloudy primary
test_980,partly_cloudy primary
test_981,haze partly_cloudy primary
test_982,partly_cloudy primary
test_983,clear primary
test_984,partly_cloudy primary
test_985,partly_cloudy primary
test_986,clear primary
test_987,clear primary
test_988,clear primary
test_989,clear primary
test_990,haze primary
test_991,clear primary
test_992,blooming clear primary
test_993,partly_cloudy primary
test_994,clear primary
test_995,partly_cloudy primary
test_996,clear primary
test_997,clear primary
test_998,haze primary
test_999,clear primary
test_1000,partly_cloudy primary
test_1001,clear primary
test_1002,clear primary
test_1003,cloudy partly_cloudy
test_1004,clear cloudy primary water
test_1005,clear primary
test_1006,clear primary water
test_1007,clear primary
test_1008,agriculture partly_cloudy primary
test_1009,partly_cloudy primary
test_1010,cloudy
test_1011,clear primary
test_1012,clear primary
test_1013,partly_cloudy primary
test_1014,clear primary
test_1015,partly_cloudy primary
test_1016,agriculture cultivation partly_cloudy primary
test_1017,cloudy
test_1018,agriculture partly_cloudy primary
test_1019,partly_cloudy primary water
test_1020,partly_cloudy primary
test_1021,partly_cloudy primary
test_1022,cloudy
test_1023,haze partly_cloudy primary water
test_1024,clear primary
test_1025,agriculture partly_cloudy primary water
test_1026,cloudy partly_cloudy primary
test_1027,partly_cloudy primary
test_1028,partly_cloudy primary
test_1029,partly_cloudy primary
test_1030,partly_cloudy primary
test_1031,clear primary
test_1032,haze primary
test_1033,agriculture partly_cloudy primary
test_1034,clear primary
test_1035,clear primary
test_1036,clear primary
test_1037,clear primary
test_1038,partly_cloudy primary
test_1039,cloudy
test_1040,clear primary
test_1041,partly_cloudy primary
test_1042,clear primary
test_1043,cloudy primary road water
test_1044,partly_cloudy primary
test_1045,clear primary
test_1046,partly_cloudy primary
test_1047,partly_cloudy primary
test_1048,clear primary
test_1049,clear primary
test_1050,clear primary
test_1051,clear primary
test_1052,clear primary
test_1053,partly_cloudy primary
test_1054,partly_cloudy primary
test_1055,partly_cloudy primary
test_1056,haze primary
test_1057,partly_cloudy primary
test_1058,clear partly_cloudy primary
test_1059,haze partly_cloudy primary
test_1060,agriculture clear cultivation primary
test_1061,clear primary
test_1062,partly_cloudy primary
test_1063,clear primary
test_1064,clear partly_cloudy primary
test_1065,clear primary
test_1066,partly_cloudy primary water
test_1067,clear primary
test_1068,cloudy
test_1069,partly_cloudy primary
test_1070,partly_cloudy primary
test_1071,agriculture partly_cloudy primary
test_1072,clear primary
test_1073,partly_cloudy primary
test_1074,clear primary
test_1075,partly_cloudy primary
test_1076,clear primary
test_1077,clear primary
test_1078,partly_cloudy primary
test_1079,clear primary
test_1080,clear primary
test_1081,clear primary
test_1082,cloudy haze
test_1083,partly_cloudy primary
test_1084,partly_cloudy primary water
test_1085,clear haze primary
test_1086,partly_cloudy primary
test_1087,partly_cloudy primary
test_1088,clear primary
test_1089,partly_cloudy primary
test_1090,partly_cloudy primary
test_1091,partly_cloudy primary
test_1092,haze partly_cloudy primary
test_1093,clear primary
test_1094,agriculture partly_cloudy primary road
test_1095,clear primary
test_1096,partly_cloudy primary
test_1097,partly_cloudy primary
test_1098,cloudy haze primary
test_1099,clear primary
test_1100,haze partly_cloudy primary
test_1101,partly_cloudy primary
test_1102,partly_cloudy primary
test_1103,partly_cloudy primary
test_1104,partly_cloudy primary
test_1105,clear primary
test_1106,partly_cloudy primary
test_1107,partly_cloudy primary
test_1108,partly_cloudy primary
test_1109,clear haze water
test_1110,clear primary
test_1111,clear primary
test_1112,clear partly_cloudy primary road water
test_1113,partly_cloudy primary
test_1114,cloudy
test_1115,clear primary
test_1116,partly_cloudy primary
test_1117,partly_cloudy primary
test_1118,cloudy
test_1119,partly_cloudy primary
test_1120,clear primary
test_1121,clear primary
test_1122,partly_cloudy primary
test_1123,partly_cloudy primary
test_1124,clear primary
test_1125,clear primary
test_1126,partly_cloudy primary
test_1127,partly_cloudy primary
test_1128,partly_cloudy primary
test_1129,partly_cloudy primary
test_1130,clear primary
test_1131,cloudy
test_1132,cloudy
test_1133,clear primary
test_1134,partly_cloudy primary
test_1135,clear primary
test_1136,clear primary
test_1137,haze partly_cloudy primary
test_1138,clear primary
test_1139,cloudy
test_1140,partly_cloudy primary
test_1141,partly_cloudy primary
test_1142,cloudy haze primary
test_1143,clear primary
test_1144,partly_cloudy primary
test_1145,clear primary
test_1146,partly_cloudy primary
test_1147,cloudy haze primary
test_1148,clear primary
test_1149,cloudy
test_1150,clear partly_cloudy primary
test_1151,clear primary
test_1152,clear primary
test_1153,clear primary
test_1154,clear primary
