image_name,tags
test_383,clear road habitation primary water artisinal_mine
test_384,clear primary
test_385,clear road partly_cloudy primary agriculture water
test_386,clear primary
test_387,clear primary
test_388,clear road primary agriculture water
test_389,clear road haze primary agriculture water
test_390,clear road cultivation habitation primary agriculture water
test_391,clear primary
test_392,partly_cloudy primary
test_393,clear road cultivation primary agriculture water
test_394,clear primary
test_395,clear road cultivation habitation primary agriculture water
test_396,clear primary
test_397,clear primary
test_398,clear road cultivation primary agriculture water
test_399,clear road partly_cloudy cultivation primary agriculture water
test_400,clear primary
test_401,clear cultivation primary agriculture
test_402,haze primary cloudy
test_403,clear primary
test_404,clear primary agriculture water
test_405,clear cultivation primary agriculture water
test_406,haze primary
test_407,clear primary
test_408,clear primary
test_409,clear primary
test_410,partly_cloudy primary cloudy
test_411,clear road cultivation habitation primary agriculture water
test_412,clear cultivation primary agriculture water
test_413,clear primary
test_414,cloudy
test_415,clear primary
test_416,clear road cultivation habitation primary agriculture water
test_417,clear road cultivation habitation primary agriculture water
test_418,clear primary
test_419,partly_cloudy primary
test_420,clear road cultivation primary agriculture water
test_421,clear haze primary
test_422,clear primary
test_423,clear primary
test_424,clear primary
test_425,clear primary
test_426,clear partly_cloudy cultivation primary agriculture water
test_427,clear road cultivation habitation primary agriculture water
test_428,clear road cultivation primary agriculture water
test_429,clear partly_cloudy cultivation primary agriculture water
test_430,clear road partly_cloudy cultivation primary agriculture water
test_431,clear primary
test_432,clear primary
test_433,clear primary
test_434,clear road cultivation primary agriculture water
test_435,clear road partly_cloudy cultivation habitation primary agriculture water
test_436,clear primary water cloudy
test_437,clear primary
test_438,clear road cultivation habitation primary agriculture water
test_439,clear road primary agriculture water
test_440,partly_cloudy cultivation primary agriculture water
test_441,clear primary
test_442,clear cultivation primary agriculture water
test_443,road partly_cloudy primary agriculture water cloudy
test_444,partly_cloudy primary
test_445,clear primary
test_446,partly_cloudy primary water
test_447,clear primary
test_448,clear road cultivation primary agriculture water
test_449,haze primary cloudy
test_450,clear partly_cloudy primary agriculture
test_451,partly_cloudy primary cloudy
test_452,clear haze primary
test_453,clear primary
test_454,clear primary
test_455,clear primary
test_456,cloudy
test_457,partly_cloudy primary agriculture water
test_458,clear road cultivation habitation primary agriculture water
test_459,clear primary
test_460,clear primary
test_461,clear road cultivation habitation primary agriculture water
test_462,clear primary
test_463,clear primary
test_464,clear primary
test_465,clear cultivation primary agriculture water
test_466,clear partly_cloudy cultivation primary agriculture water
test_467,clear haze primary agriculture
test_468,clear primary
test_469,clear primary
test_470,clear primary
test_471,clear primary
test_472,partly_cloudy primary
test_473,clear road habitation primary agriculture water artisinal_mine
test_474,clear partly_cloudy primary agriculture water
test_475,clear primary
test_476,partly_cloudy primary cloudy
test_477,clear road cultivation habitation primary agriculture water
test_478,clear road habitation primary agriculture
test_479,haze primary cloudy
test_480,clear road cultivation primary agriculture water
test_481,clear primary
test_482,clear primary
test_483,partly_cloudy primary agriculture
test_484,clear road partly_cloudy primary agriculture water
test_485,clear primary
test_486,clear primary
test_487,clear road partly_cloudy cultivation primary agriculture water
test_488,clear primary
test_489,clear road cultivation haze primary agriculture water
test_490,clear partly_cloudy cultivation primary agriculture water
test_491,clear road habitation primary agriculture water
test_492,clear primary
test_493,clear primary agriculture
test_494,clear primary
test_495,clear primary
test_496,partly_cloudy primary agriculture water
test_497,clear road cultivation habitation primary agriculture water
test_498,clear primary
test_499,clear primary
test_500,clear primary
test_501,clear primary
test_502,clear primary
test_503,clear road primary agriculture
test_504,partly_cloudy cultivation primary agriculture water
test_505,clear road habitation primary agriculture water
test_506,clear primary
test_507,haze primary cloudy
test_508,clear road cultivation primary agriculture water
test_509,clear primary
test_510,clear road habitation primary agriculture water artisinal_mine
test_511,clear road habitation primary agriculture
test_512,haze primary cloudy
test_513,clear primary
test_514,partly_cloudy primary agriculture water
test_515,clear partly_cloudy cultivation primary agriculture
test_516,clear primary
test_517,clear road cultivation habitation primary agriculture water
test_518,road partly_cloudy primary agriculture water
test_519,clear haze primary agriculture water
test_520,primary water cloudy
test_521,clear partly_cloudy primary agriculture water
test_522,clear road habitation primary agriculture water
test_523,clear partly_cloudy cultivation primary agriculture
test_524,haze primary
test_525,clear primary
test_526,clear road habitation primary agriculture water
test_527,clear primary
test_528,clear road habitation primary agriculture
test_529,partly_cloudy primary
test_530,clear road primary agriculture water
test_531,clear road partly_cloudy cultivation habitation primary agriculture water
test_532,clear primary
test_533,clear primary
test_534,clear primary
test_535,clear primary
test_536,clear primary agriculture water cloudy
test_537,clear partly_cloudy haze primary agriculture water
test_538,clear primary
test_539,clear partly_cloudy cultivation primary agriculture water
test_540,clear road cultivation habitation primary agriculture water
test_541,clear road primary agriculture water
test_542,clear road cultivation primary agriculture water
test_543,clear primary
test_544,clear road habitation primary agriculture water
test_545,clear primary
test_546,clear road cultivation habitation primary agriculture water
test_547,clear primary
test_548,partly_cloudy primary
test_549,haze primary agriculture water cloudy
test_550,clear road cultivation primary agriculture water
test_551,clear road partly_cloudy cultivation habitation primary agriculture water
test_552,clear primary
test_553,clear road partly_cloudy cultivation haze primary agriculture water
test_554,clear primary
test_555,clear partly_cloudy haze primary agriculture water
test_556,cloudy
test_557,clear primary
test_558,road partly_cloudy primary agriculture water cloudy
test_559,clear primary
test_560,clear primary
test_561,partly_cloudy primary
test_562,clear road cultivation primary agriculture water
test_563,clear cultivation primary agriculture water
test_564,clear road habitation primary water
test_565,partly_cloudy primary
test_566,clear primary
test_567,partly_cloudy primary
test_568,clear road habitation primary water
test_569,clear primary
test_570,clear cultivation primary agriculture water
test_571,clear primary
test_572,partly_cloudy primary agriculture
test_573,clear primary
test_574,clear primary
test_575,clear primary
test_576,clear primary
test_577,clear primary agriculture
test_578,haze primary
test_579,clear primary
test_580,clear road habitation primary agriculture
test_581,clear cultivation primary agriculture water
test_582,clear primary agriculture water
test_583,clear road habitation primary agriculture water
test_584,clear primary agriculture water
test_585,clear road partly_cloudy cultivation habitation primary agriculture water
test_586,clear road cultivation primary agriculture water
test_587,clear road cultivation habitation primary agriculture water
test_588,clear primary
test_589,partly_cloudy primary
test_590,clear primary
test_591,clear road habitation primary agriculture water
test_592,clear road cultivation habitation primary agriculture water
test_593,clear primary
test_594,clear road cultivation primary agriculture water
test_595,partly_cloudy primary agriculture
test_596,clear road cultivation habitation primary agriculture water
test_597,clear road partly_cloudy cultivation primary agriculture water
test_598,partly_cloudy primary agriculture water
test_599,clear primary
test_600,clear primary
test_601,clear road haze primary agriculture water
test_602,cloudy
test_603,clear primary
test_604,clear primary water cloudy
test_605,partly_cloudy primary
test_606,clear road habitation primary agriculture
test_607,clear partly_cloudy cultivation primary agriculture water
test_608,clear road cultivation habitation primary agriculture
test_609,clear haze primary
test_610,clear primary
test_611,clear road partly_cloudy cultivation habitation primary agriculture water
test_612,clear primary
test_613,partly_cloudy primary
test_614,clear primary
test_615,clear road cultivation habitation primary agriculture water
test_616,clear primary
test_617,clear primary
test_618,clear primary
test_619,clear road partly_cloudy habitation primary agriculture water artisinal_mine
test_620,clear road cultivation primary agriculture water
test_621,clear primary
test_622,clear road cultivation habitation primary agriculture water
test_623,clear primary
test_624,clear primary
test_625,clear primary
test_626,clear primary
test_627,clear primary
test_628,clear primary
test_629,clear primary
test_630,clear road habitation primary agriculture
test_631,haze primary agriculture water cloudy
test_632,haze primary cloudy
test_633,clear road cultivation primary agriculture water
test_634,clear road habitation primary agriculture water
test_635,clear primary
test_636,clear primary
test_637,clear primary
test_638,clear primary
test_639,clear road cultivation primary agriculture water
test_640,clear primary
test_641,clear road primary agriculture water
test_642,clear road bare_ground habitation primary agriculture water artisinal_mine
test_643,clear road cultivation primary agriculture water
test_644,clear primary
test_645,partly_cloudy primary agriculture
test_646,partly_cloudy primary
test_647,clear road cultivation primary agriculture water
test_648,clear road bare_ground habitation primary agriculture water
test_649,clear road cultivation habitation primary agriculture water
test_650,clear road partly_cloudy bare_ground habitation primary agriculture water
test_651,clear road habitation primary agriculture water
test_652,clear primary
test_653,clear road cultivation primary agriculture water
test_654,haze primary cloudy
test_655,clear primary
test_656,clear primary
test_657,clear road partly_cloudy cultivation habitation primary agriculture water
test_658,clear cultivation primary agriculture water
test_659,clear primary
test_660,clear primary
test_661,clear primary
test_662,partly_cloudy primary agriculture
test_663,clear road cultivation primary agriculture water
test_664,cloudy
test_665,clear primary
test_666,clear primary
test_667,clear primary
test_668,clear road cultivation primary agriculture water
test_669,clear primary
test_670,partly_cloudy primary agriculture water
test_671,clear road primary agriculture water
test_672,clear primary
test_673,clear haze primary
test_674,partly_cloudy primary agriculture
test_675,haze primary cloudy
test_676,clear road cultivation habitation primary agriculture water
test_677,clear primary
test_678,clear road primary agriculture
test_679,haze primary cloudy
test_680,clear road cultivation primary agriculture water
test_681,clear primary
test_682,clear primary
test_683,partly_cloudy primary
test_684,clear primary
test_685,clear road cultivation primary agriculture water
test_686,clear primary
test_687,partly_cloudy primary water cloudy
test_688,clear road habitation primary agriculture water
test_689,clear road cultivation habitation primary agriculture water
test_690,clear primary
test_691,clear road partly_cloudy cultivation primary agriculture water
test_692,haze primary
test_693,clear partly_cloudy cultivation primary agriculture water
test_694,clear road cultivation habitation primary agriculture water
test_695,clear cultivation primary agriculture water
test_696,clear road partly_cloudy primary agriculture water
test_697,partly_cloudy primary agriculture
test_698,clear road cultivation primary agriculture water
test_699,clear road partly_cloudy cultivation habitation primary agriculture water
test_700,partly_cloudy primary agriculture cloudy
test_701,clear road habitation primary agriculture
test_702,cloudy
test_703,clear road cultivation primary agriculture water
test_704,clear primary
test_705,clear primary
test_706,clear primary
test_707,clear primary
test_708,clear primary
test_709,cloudy
test_710,clear primary
test_711,clear primary
test_712,partly_cloudy primary agriculture
test_713,clear primary
test_714,road partly_cloudy primary agriculture cloudy
test_715,partly_cloudy primary
test_716,clear primary
test_717,clear primary
test_718,clear road partly_cloudy cultivation habitation primary agriculture water
test_719,clear primary
test_720,clear road habitation primary agriculture water
test_721,clear primary
test_722,clear primary
test_723,clear road partly_cloudy cultivation habitation primary agriculture water
test_724,clear road primary agriculture water
test_725,clear road habitation primary agriculture water
test_726,clear primary
test_727,clear road partly_cloudy primary agriculture water
test_728,clear primary
test_729,clear road cultivation primary agriculture water
test_730,clear road cultivation primary agriculture water
test_731,clear primary
test_732,clear primary
test_733,clear primary
test_734,clear primary
test_735,clear road cultivation habitation primary agriculture water
test_736,clear road partly_cloudy primary agriculture water
test_737,clear road partly_cloudy cultivation habitation primary agriculture water
test_738,clear road cultivation habitation primary agriculture water
test_739,clear cultivation primary agriculture
test_740,clear primary
test_741,road partly_cloudy primary agriculture water cloudy
test_742,clear primary
test_743,clear primary
test_744,clear road partly_cloudy cultivation habitation primary agriculture water
test_745,clear primary
test_746,partly_cloudy primary cloudy
test_747,clear primary agriculture water cloudy
test_748,clear primary
test_749,partly_cloudy primary
test_750,clear road habitation primary agriculture water
test_751,clear primary
test_752,partly_cloudy haze primary agriculture
test_753,clear primary
test_754,primary cloudy
test_755,haze primary
test_756,clear road habitation primary agriculture water
test_757,clear primary
test_758,cloudy
test_759,partly_cloudy primary
test_760,clear primary
test_761,partly_cloudy primary
test_762,clear primary
test_763,clear primary agriculture water
test_764,clear road habitation primary agriculture water
test_765,clear primary
test_766,clear primary
test_767,clear road habitation primary agriculture water
test_768,clear primary
test_769,haze primary cloudy
test_770,clear primary agriculture
test_771,clear primary agriculture
test_772,partly_cloudy primary
test_773,road partly_cloudy primary agriculture water
test_774,clear partly_cloudy cultivation primary agriculture water
test_775,clear road partly_cloudy primary agriculture water
test_776,clear primary
test_777,clear road habitation primary agriculture water
test_778,clear road cultivation habitation primary agriculture water
test_779,clear primary
test_780,clear primary
test_781,clear road habitation primary agriculture
test_782,clear cultivation primary agriculture water
test_783,primary cloudy
test_784,clear road cultivation primary agriculture water
test_785,partly_cloudy primary agriculture water
test_786,clear partly_cloudy cultivation primary agriculture water
test_787,clear road cultivation primary agriculture water
test_788,cloudy
test_789,partly_cloudy primary agriculture water
test_790,clear primary
test_791,clear partly_cloudy primary agriculture water
test_792,clear primary
test_793,partly_cloudy primary agriculture water
test_794,clear road cultivation primary agriculture water
test_795,clear road bare_ground habitation primary agriculture water artisinal_mine
test_796,clear primary
test_797,partly_cloudy primary agriculture
test_798,road partly_cloudy primary agriculture water cloudy
test_799,clear primary
test_800,clear primary
test_801,clear road partly_cloudy cultivation habitation primary agriculture water
test_802,clear road habitation primary agriculture water
test_803,clear road cultivation primary agriculture water
test_804,clear haze primary
test_805,clear primary agriculture
test_806,clear primary
test_807,clear road bare_ground habitation primary agriculture water
test_808,clear primary
test_809,clear primary
test_810,partly_cloudy primary agriculture water
test_811,clear primary
test_812,clear road partly_cloudy cultivation habitation primary agriculture water
test_813,clear primary
test_814,clear cultivation primary agriculture water
test_815,clear primary
test_816,clear road partly_cloudy cultivation primary agriculture water
test_817,cloudy
test_818,clear road habitation primary agriculture water
test_819,clear primary water cloudy
test_820,clear primary
test_821,clear road habitation primary agriculture
test_822,clear primary
test_823,haze primary cloudy
test_824,clear primary
test_825,road partly_cloudy haze primary agriculture water
test_826,clear road habitation primary agriculture water
test_827,clear primary
test_828,clear primary
test_829,clear primary
test_830,haze cloudy
test_831,clear primary
test_832,partly_cloudy primary
test_833,partly_cloudy primary agriculture water
test_834,clear primary
test_835,clear primary
test_836,clear primary
test_837,clear partly_cloudy cultivation primary agriculture water
test_838,clear road cultivation habitation primary agriculture water
test_839,clear primary
test_840,clear primary
test_841,clear primary
test_842,clear primary
test_843,haze primary cloudy
test_844,clear road partly_cloudy habitation primary agriculture water
test_845,clear road habitation primary agriculture
test_846,clear road cultivation habitation primary agriculture water
test_847,clear primary agriculture water
test_848,haze cloudy
test_849,road partly_cloudy primary agriculture cloudy
test_850,clear primary agriculture
test_851,clear primary
test_852,partly_cloudy haze primary agriculture
test_853,partly_cloudy haze primary agriculture
test_854,clear road cultivation primary agriculture water
test_855,clear primary
test_856,clear cultivation primary agriculture water
test_857,clear partly_cloudy cultivation primary agriculture water
test_858,clear road haze primary agriculture water
test_859,clear road cultivation primary agriculture water
test_860,clear primary
test_861,clear primary
test_862,partly_cloudy primary agriculture
test_863,clear primary
test_864,clear primary
test_865,cloudy
test_866,road partly_cloudy primary agriculture
test_867,haze cloudy
test_868,clear primary
test_869,clear primary
test_870,clear primary agriculture water
test_871,partly_cloudy primary
test_872,clear road cultivation primary agriculture water
test_873,clear primary
test_874,clear primary
test_875,partly_cloudy primary
test_876,clear primary
test_877,clear road cultivation habitation primary agriculture water
test_878,partly_cloudy cultivation primary agriculture water
test_879,clear road cultivation primary agriculture water
test_880,clear primary
test_881,clear road cultivation primary agriculture water
test_882,clear primary
test_883,haze primary cloudy
test_884,clear primary
test_885,clear primary
test_886,clear road haze primary agriculture water
test_887,road partly_cloudy primary agriculture water
test_888,clear road partly_cloudy cultivation habitation primary agriculture water
test_889,haze primary cloudy
test_890,clear primary
test_891,clear road cultivation habitation primary agriculture water
test_892,clear primary agriculture
test_893,road partly_cloudy primary agriculture water
test_894,clear road cultivation primary agriculture water
test_895,clear road bare_ground primary agriculture water
test_896,clear partly_cloudy cultivation primary agriculture water
test_897,haze primary cloudy
test_898,cloudy
test_899,clear road habitation primary agriculture water
test_900,clear road habitation primary agriculture
test_901,clear primary
test_902,haze primary water cloudy
test_903,partly_cloudy primary agriculture water
test_904,clear road partly_cloudy cultivation habitation primary agriculture water
test_905,clear primary
test_906,clear road cultivation primary agriculture water
test_907,clear primary
test_908,clear primary
test_909,clear primary
test_910,cloudy
test_911,clear primary
test_912,clear road partly_cloudy cultivation primary agriculture water
test_913,clear road cultivation habitation primary agriculture water
test_914,road haze primary agriculture water cloudy
test_915,clear primary
test_916,clear primary
test_917,road haze primary agriculture water
test_918,clear primary
test_919,partly_cloudy haze primary agriculture
test_920,clear primary
test_921,haze cloudy
test_922,cloudy
test_923,clear road cultivation primary agriculture water
test_924,road partly_cloudy primary agriculture
test_925,haze primary cloudy
test_926,clear road habitation primary agriculture water
test_927,clear primary
test_928,clear road cultivation habitation primary agriculture water
test_929,clear partly_cloudy cultivation primary agriculture
test_930,clear road cultivation primary agriculture water
test_931,clear primary
test_932,clear primary
test_933,clear primary
test_934,clear partly_cloudy cultivation primary agriculture water
